호선_x,역명,구분,방법1_가중치_물류량,방법2_cluster3_가중치_물류량,방법2_cluster4_가중치_물류량,Unnamed: 0,차량기지,호선_y,전철역코드,수송비용,유휴공간,교통량
2호선,방배,서초구,241947.33621659732,1405800.6274749895,1198334.4340313824,34,신정차량사업소,2,225,0.4219269102990032,0.0157943307115149,0.4932431889254218
3호선,잠원,서초구,241947.33621659732,1405800.6274749895,1198334.4340313824,81,수서차량사업소,3,328,0.8695652173913044,,0.4932431889254218
3호선,고속터미널,서초구,241947.33621659732,1405800.6274749895,1198334.4340313824,82,수서차량사업소,3,329,0.8043478260869567,1.0,0.4932431889254218
3호선,고속터미널,서초구,241947.33621659732,1405800.6274749895,1198334.4340313824,244,천왕차량사업소,7,2736,0.8777292576419214,0.2500986902988407,0.4932431889254218
3호선,고속터미널,서초구,241947.33621659732,1405800.6274749895,1198334.4340313824,301,김포차량사업소,9,4123,0.6157635467980297,,
7호선,고속터미널,서초구,241947.33621659732,1405800.6274749895,1198334.4340313824,82,수서차량사업소,3,329,0.8043478260869567,1.0,0.4932431889254218
7호선,고속터미널,서초구,241947.33621659732,1405800.6274749895,1198334.4340313824,244,천왕차량사업소,7,2736,0.8777292576419214,0.2500986902988407,0.4932431889254218
7호선,고속터미널,서초구,241947.33621659732,1405800.6274749895,1198334.4340313824,301,김포차량사업소,9,4123,0.6157635467980297,,
3호선,남부터미널,서초구,241947.33621659732,1405800.6274749895,1198334.4340313824,84,수서차량사업소,3,331,0.6684782608695653,,0.4932431889254218
3호선,양재,서초구,241947.33621659732,1405800.6274749895,1198334.4340313824,85,수서차량사업소,3,332,0.5706521739130436,0.0346846246338751,0.4932431889254218
4호선,남태령,서초구,241947.33621659732,1405800.6274749895,1198334.4340313824,121,창동차량사업소,4,434,1.0,,0.4932431889254218
7호선,반포,서초구,241947.33621659732,1405800.6274749895,1198334.4340313824,243,천왕차량사업소,7,2735,0.9170305676855895,0.2340817401591211,0.4932431889254218
7호선,내방,서초구,241947.33621659732,1405800.6274749895,1198334.4340313824,245,천왕차량사업소,7,2737,0.7816593886462883,0.0295087229281185,0.4932431889254218
2호선,사당,동작구,124361.62708489854,1007874.6177158745,686088.6067061272,35,신정차량사업소,2,226,0.4485049833887042,0.0651343029358584,0.0
2호선,사당,동작구,124361.62708489854,1007874.6177158745,686088.6067061272,120,창동차량사업소,4,433,0.9305993690851736,0.2942524064254179,0.0
4호선,사당,동작구,124361.62708489854,1007874.6177158745,686088.6067061272,35,신정차량사업소,2,226,0.4485049833887042,0.0651343029358584,0.0
4호선,사당,동작구,124361.62708489854,1007874.6177158745,686088.6067061272,120,창동차량사업소,4,433,0.9305993690851736,0.2942524064254179,0.0
2호선,신대방,동작구,124361.62708489854,1007874.6177158745,686088.6067061272,40,신정차량사업소,2,231,0.5581395348837209,0.0379229607348512,0.0
4호선,동작,동작구,124361.62708489854,1007874.6177158745,686088.6067061272,118,창동차량사업소,4,431,0.8391167192429022,0.0060508478305607,0.0
4호선,동작,동작구,124361.62708489854,1007874.6177158745,686088.6067061272,298,김포차량사업소,9,4120,0.5541871921182268,,
4호선,총신대입구,동작구,124361.62708489854,1007874.6177158745,686088.6067061272,119,창동차량사업소,4,432,0.8958990536277601,0.0460705729473388,0.0
7호선,이수,동작구,124361.62708489854,1007874.6177158745,686088.6067061272,246,천왕차량사업소,7,2738,0.7379912663755459,0.1529084840005229,0.0
7호선,남성,동작구,124361.62708489854,1007874.6177158745,686088.6067061272,247,천왕차량사업소,7,2739,0.6943231441048036,0.0142696464881138,0.0
7호선,숭실대입구,동작구,124361.62708489854,1007874.6177158745,686088.6067061272,248,천왕차량사업소,7,2740,0.6069868995633187,0.0302878909268345,0.0
7호선,상도,동작구,124361.62708489854,1007874.6177158745,686088.6067061272,249,천왕차량사업소,7,2741,0.5676855895196508,0.0320688463524712,0.0
7호선,장승배기,동작구,124361.62708489854,1007874.6177158745,686088.6067061272,250,천왕차량사업소,7,2742,0.5283842794759827,0.0092801238385284,0.0
7호선,신대방삼거리,동작구,124361.62708489854,1007874.6177158745,686088.6067061272,251,천왕차량사업소,7,2743,0.4759825327510917,0.0554671836959743,0.0
7호선,보라매,동작구,124361.62708489854,1007874.6177158745,686088.6067061272,252,천왕차량사업소,7,2744,0.4410480349344979,0.0176775357582456,0.0
2호선,구로디지털단지,구로구,137864.28277489214,1061180.33466488,722375.307877249,41,신정차량사업소,2,232,0.5764119601328903,0.0315110034829586,1.0
2호선,대림,구로구,137864.28277489214,1061180.33466488,722375.307877249,42,신정차량사업소,2,233,0.5946843853820597,0.0210349473673311,1.0
2호선,대림,구로구,137864.28277489214,1061180.33466488,722375.307877249,254,천왕차량사업소,7,2746,0.3406113537117903,0.0525459508502897,0.6840979797898596
7호선,대림,영등포구,163870.39426380335,1156947.2540154771,986206.5116125185,42,신정차량사업소,2,233,0.5946843853820597,0.0210349473673311,1.0
7호선,대림,영등포구,163870.39426380335,1156947.2540154771,986206.5116125185,254,천왕차량사업소,7,2746,0.3406113537117903,0.0525459508502897,0.6840979797898596
2호선,신도림,구로구,137864.28277489214,1061180.33466488,722375.307877249,43,신정차량사업소,2,234,0.6245847176079734,0.0523647489901232,1.0
2호선,도림천,구로구,137864.28277489214,1061180.33466488,722375.307877249,58,신정차량사업소,2,247,0.9169435215946844,,1.0
7호선,남구로,구로구,137864.28277489214,1061180.33466488,722375.307877249,255,천왕차량사업소,7,2747,0.2925764192139736,0.0310385843475244,1.0
7호선,천왕,구로구,137864.28277489214,1061180.33466488,722375.307877249,259,천왕차량사업소,7,2751,0.0655021834061135,0.1213172339794905,1.0
7호선,온수,구로구,137864.28277489214,1061180.33466488,722375.307877249,260,천왕차량사업소,7,2752,0.0,0.0184321120759391,1.0
2호선,문래,영등포구,163870.39426380335,1156947.2540154771,986206.5116125185,44,신정차량사업소,2,235,0.6445182724252491,0.0136056711005036,0.6840979797898596
2호선,영등포구청,영등포구,163870.39426380335,1156947.2540154771,986206.5116125185,45,신정차량사업소,2,236,0.6594684385382059,0.021676919671921,0.6840979797898596
2호선,영등포구청,영등포구,163870.39426380335,1156947.2540154771,986206.5116125185,135,방화차량사업소,5,2524,0.4581939799331103,0.0482165206913109,0.6840979797898596
5호선,영등포구청,영등포구,163870.39426380335,1156947.2540154771,986206.5116125185,45,신정차량사업소,2,236,0.6594684385382059,0.021676919671921,0.6840979797898596
5호선,영등포구청,영등포구,163870.39426380335,1156947.2540154771,986206.5116125185,135,방화차량사업소,5,2524,0.4581939799331103,0.0482165206913109,0.6840979797898596
2호선,당산,영등포구,163870.39426380335,1156947.2540154771,986206.5116125185,46,신정차량사업소,2,237,0.6777408637873753,0.0234035145395078,0.6840979797898596
2호선,당산,영등포구,163870.39426380335,1156947.2540154771,986206.5116125185,291,김포차량사업소,9,4113,0.3571428571428572,,
5호선,양평,영등포구,163870.39426380335,1156947.2540154771,986206.5116125185,134,방화차량사업소,5,2523,0.431438127090301,,0.6840979797898596
5호선,영등포시장,영등포구,163870.39426380335,1156947.2540154771,986206.5116125185,136,방화차량사업소,5,2525,0.4882943143812708,0.0048277352744366,0.6840979797898596
5호선,신길,영등포구,163870.39426380335,1156947.2540154771,986206.5116125185,137,방화차량사업소,5,2526,0.5250836120401338,0.0090600930083262,0.6840979797898596
5호선,여의도,영등포구,163870.39426380335,1156947.2540154771,986206.5116125185,138,방화차량사업소,5,2527,0.5585284280936454,0.0196189842600298,0.6840979797898596
5호선,여의도,영등포구,163870.39426380335,1156947.2540154771,986206.5116125185,293,김포차량사업소,9,4115,0.416256157635468,,
5호선,여의나루,영등포구,163870.39426380335,1156947.2540154771,986206.5116125185,139,방화차량사업소,5,2528,0.5919732441471571,0.008833590683118,0.6840979797898596
7호선,신풍,영등포구,163870.39426380335,1156947.2540154771,986206.5116125185,253,천왕차량사업소,7,2745,0.4017467248908296,0.0388056726536624,0.6840979797898596
2호선,합정,마포구,179754.5473148136,1211722.725916686,1032898.2919664892,47,신정차량사업소,2,238,0.7109634551495015,0.0506368598235352,0.1461738200702611
2호선,합정,마포구,179754.5473148136,1211722.725916686,1032898.2919664892,191,신내차량사업소,6,2623,0.3543956043956044,0.0852852440853771,0.1461738200702611
6호선,합정,마포구,179754.5473148136,1211722.725916686,1032898.2919664892,47,신정차량사업소,2,238,0.7109634551495015,0.0506368598235352,0.1461738200702611
6호선,합정,마포구,179754.5473148136,1211722.725916686,1032898.2919664892,191,신내차량사업소,6,2623,0.3543956043956044,0.0852852440853771,0.1461738200702611
2호선,홍대입구,마포구,179754.5473148136,1211722.725916686,1032898.2919664892,48,신정차량사업소,2,239,0.7292358803986709,0.0274028984531832,0.1461738200702611
2호선,신촌,마포구,179754.5473148136,1211722.725916686,1032898.2919664892,49,신정차량사업소,2,240,0.7508305647840531,0.0275478599413164,0.1461738200702611
2호선,이대,마포구,179754.5473148136,1211722.725916686,1032898.2919664892,50,신정차량사업소,2,241,0.7641196013289036,0.0168000010354392,0.1461738200702611
2호선,아현,마포구,179754.5473148136,1211722.725916686,1032898.2919664892,51,신정차량사업소,2,242,0.7790697674418603,0.0183311567538463,0.1461738200702611
5호선,마포,마포구,179754.5473148136,1211722.725916686,1032898.2919664892,140,방화차량사업소,5,2529,0.6521739130434783,0.0216225591138711,0.1461738200702611
5호선,공덕,마포구,179754.5473148136,1211722.725916686,1032898.2919664892,141,방화차량사업소,5,2530,0.6789297658862876,0.1408184370304121,0.1461738200702611
5호선,공덕,마포구,179754.5473148136,1211722.725916686,1032898.2919664892,195,신내차량사업소,6,2627,0.4532967032967033,0.0867180330796938,0.1461738200702611
6호선,공덕,마포구,179754.5473148136,1211722.725916686,1032898.2919664892,141,방화차량사업소,5,2530,0.6789297658862876,0.1408184370304121,0.1461738200702611
6호선,공덕,마포구,179754.5473148136,1211722.725916686,1032898.2919664892,195,신내차량사업소,6,2627,0.4532967032967033,0.0867180330796938,0.1461738200702611
5호선,애오개,마포구,179754.5473148136,1211722.725916686,1032898.2919664892,142,방화차량사업소,5,2531,0.7157190635451505,0.00416764278383,0.1461738200702611
6호선,월드컵경기장,마포구,179754.5473148136,1211722.725916686,1032898.2919664892,188,신내차량사업소,6,2620,0.2829670329670329,0.0055654857051146,0.1461738200702611
6호선,마포구청,마포구,179754.5473148136,1211722.725916686,1032898.2919664892,189,신내차량사업소,6,2621,0.3049450549450549,0.0361860114752549,0.1461738200702611
6호선,망원,마포구,179754.5473148136,1211722.725916686,1032898.2919664892,190,신내차량사업소,6,2622,0.3324175824175824,0.0247431140057389,0.1461738200702611
6호선,상수,마포구,179754.5473148136,1211722.725916686,1032898.2919664892,192,신내차량사업소,6,2624,0.3763736263736263,0.0270508491248597,0.1461738200702611
6호선,광흥창,마포구,179754.5473148136,1211722.725916686,1032898.2919664892,193,신내차량사업소,6,2625,0.401098901098901,0.0453004650416311,0.1461738200702611
6호선,대흥,마포구,179754.5473148136,1211722.725916686,1032898.2919664892,194,신내차량사업소,6,2626,0.4285714285714285,0.0144534369462827,0.1461738200702611
2호선,충정로,서대문구,83703.90406520909,534146.8899672889,562872.2873153619,52,신정차량사업소,2,243,0.7923588039867109,0.0079107554952699,0.7768523952312429
2호선,충정로,서대문구,83703.90406520909,534146.8899672889,562872.2873153619,143,방화차량사업소,5,2532,0.745819397993311,0.0261280139370116,0.7768523952312429
5호선,충정로,서대문구,83703.90406520909,534146.8899672889,562872.2873153619,52,신정차량사업소,2,243,0.7923588039867109,0.0079107554952699,0.7768523952312429
5호선,충정로,서대문구,83703.90406520909,534146.8899672889,562872.2873153619,143,방화차량사업소,5,2532,0.745819397993311,0.0261280139370116,0.7768523952312429
3호선,홍제,서대문구,83703.90406520909,534146.8899672889,562872.2873153619,67,지축차량사업소,3,314,0.423728813559322,0.1865033088753965,0.7768523952312429
3호선,무악재,서대문구,83703.90406520909,534146.8899672889,562872.2873153619,68,지축차량사업소,3,315,0.4745762711864407,,0.7768523952312429
3호선,독립문,서대문구,83703.90406520909,534146.8899672889,562872.2873153619,69,지축차량사업소,3,316,0.536723163841808,,0.7768523952312429
2호선,양천구청,양천구,141579.47573373606,1075383.7267740553,732043.956468449,59,신정차량사업소,2,248,0.9451827242524916,0.0058088139173383,0.5489778363734295
2호선,신정네거리,양천구,141579.47573373606,1075383.7267740553,732043.956468449,60,신정차량사업소,2,249,0.9767441860465116,0.0054942992600492,0.5489778363734295
5호선,신정,양천구,141579.47573373606,1075383.7267740553,732043.956468449,131,방화차량사업소,5,2520,0.3411371237458193,0.0086342686369348,0.5489778363734295
5호선,목동,양천구,141579.47573373606,1075383.7267740553,732043.956468449,132,방화차량사업소,5,2521,0.3678929765886287,0.0203062570296614,0.5489778363734295
5호선,오목교,양천구,141579.47573373606,1075383.7267740553,732043.956468449,133,방화차량사업소,5,2522,0.3979933110367893,0.2755018967951863,0.5489778363734295
3호선,구파발,은평구,144622.85763228653,1086880.4564362296,739870.1037857353,63,지축차량사업소,3,310,0.0847457627118644,,0.8373622309937054
3호선,연신내,은평구,144622.85763228653,1086880.4564362296,739870.1037857353,64,지축차량사업소,3,311,0.1977401129943503,0.0168414186034772,0.8373622309937054
3호선,연신내,은평구,144622.85763228653,1086880.4564362296,739870.1037857353,182,신내차량사업소,6,2615,0.1153846153846153,0.0106909097498249,0.8373622309937054
6호선,연신내,은평구,144622.85763228653,1086880.4564362296,739870.1037857353,64,지축차량사업소,3,311,0.1977401129943503,0.0168414186034772,0.8373622309937054
6호선,연신내,은평구,144622.85763228653,1086880.4564362296,739870.1037857353,182,신내차량사업소,6,2615,0.1153846153846153,0.0106909097498249,0.8373622309937054
3호선,불광,은평구,144622.85763228653,1086880.4564362296,739870.1037857353,65,지축차량사업소,3,312,0.2711864406779661,0.0276889385324461,0.8373622309937054
3호선,불광,은평구,144622.85763228653,1086880.4564362296,739870.1037857353,180,신내차량사업소,6,2613,0.0521978021978021,0.009448382708683,0.8373622309937054
6호선,불광,은평구,144622.85763228653,1086880.4564362296,739870.1037857353,65,지축차량사업소,3,312,0.2711864406779661,0.0276889385324461,0.8373622309937054
6호선,불광,은평구,144622.85763228653,1086880.4564362296,739870.1037857353,180,신내차량사업소,6,2613,0.0521978021978021,0.009448382708683,0.8373622309937054
3호선,녹번,은평구,144622.85763228653,1086880.4564362296,739870.1037857353,66,지축차량사업소,3,313,0.3333333333333333,0.0231122972642402,0.8373622309937054
6호선,응암,은평구,144622.85763228653,1086880.4564362296,739870.1037857353,178,신내차량사업소,6,2611,0.0,0.0258134992797226,0.8373622309937054
6호선,응암,은평구,144622.85763228653,1086880.4564362296,739870.1037857353,184,신내차량사업소,6,2611,0.1813186813186813,0.0258134992797226,0.8373622309937054
6호선,역촌,은평구,144622.85763228653,1086880.4564362296,739870.1037857353,179,신내차량사업소,6,2612,0.0302197802197802,0.0229738072711129,0.8373622309937054
6호선,독바위,은평구,144622.85763228653,1086880.4564362296,739870.1037857353,181,신내차량사업소,6,2614,0.0769230769230769,0.0150526973838334,0.8373622309937054
6호선,구산,은평구,144622.85763228653,1086880.4564362296,739870.1037857353,183,신내차량사업소,6,2616,0.14010989010989,0.0124511563914426,0.8373622309937054
6호선,새절,은평구,144622.85763228653,1086880.4564362296,739870.1037857353,185,신내차량사업소,6,2617,0.206043956043956,0.0161450857408373,0.8373622309937054
6호선,증산,은평구,144622.85763228653,1086880.4564362296,739870.1037857353,186,신내차량사업소,6,2618,0.2307692307692307,0.0223913727205776,0.8373622309937054
6호선,디지털미디어시티,은평구,144622.85763228653,1086880.4564362296,739870.1037857353,187,신내차량사업소,6,2619,0.260989010989011,0.0901984030938923,0.8373622309937054
4호선,당고개,노원구,180549.6672551029,1214399.714695513,1035180.2142892485,96,창동차량사업소,4,409,0.0,0.0606806200727654,0.6811878481908147
4호선,상계,노원구,180549.6672551029,1214399.714695513,1035180.2142892485,97,창동차량사업소,4,410,0.0378548895899053,0.0501036086350452,0.6811878481908147
4호선,노원,노원구,180549.6672551029,1214399.714695513,1035180.2142892485,98,창동차량사업소,4,411,0.0694006309148265,0.0057997538243299,0.6811878481908147
4호선,노원,노원구,180549.6672551029,1214399.714695513,1035180.2142892485,222,도봉차량사업소,7,2715,0.2424242424242424,0.0984120245554406,0.6811878481908147
7호선,노원,노원구,180549.6672551029,1214399.714695513,1035180.2142892485,98,창동차량사업소,4,411,0.0694006309148265,0.0057997538243299,0.6811878481908147
7호선,노원,노원구,180549.6672551029,1214399.714695513,1035180.2142892485,222,도봉차량사업소,7,2715,0.2424242424242424,0.0984120245554406,0.6811878481908147
6호선,석계,노원구,180549.6672551029,1214399.714695513,1035180.2142892485,213,신내차량사업소,6,2645,0.8983516483516484,0.0513448413771859,0.6811878481908147
6호선,태릉입구,노원구,180549.6672551029,1214399.714695513,1035180.2142892485,214,신내차량사업소,6,2646,0.9203296703296704,0.05433078917293,0.6811878481908147
6호선,태릉입구,노원구,180549.6672551029,1214399.714695513,1035180.2142892485,226,도봉차량사업소,7,2719,0.4242424242424242,0.0152727282140356,0.6811878481908147
6호선,태릉입구,노원구,180549.6672551029,1214399.714695513,1035180.2142892485,227,도봉차량사업소,7,2719,0.4242424242424242,0.0348347633180131,0.6811878481908147
7호선,태릉입구,노원구,180549.6672551029,1214399.714695513,1035180.2142892485,214,신내차량사업소,6,2646,0.9203296703296704,0.05433078917293,0.6811878481908147
7호선,태릉입구,노원구,180549.6672551029,1214399.714695513,1035180.2142892485,226,도봉차량사업소,7,2719,0.4242424242424242,0.0152727282140356,0.6811878481908147
7호선,태릉입구,노원구,180549.6672551029,1214399.714695513,1035180.2142892485,227,도봉차량사업소,7,2719,0.4242424242424242,0.0348347633180131,0.6811878481908147
6호선,화랑대,노원구,180549.6672551029,1214399.714695513,1035180.2142892485,215,신내차량사업소,6,2647,0.945054945054945,0.0310114040684994,0.6811878481908147
7호선,수락산,노원구,180549.6672551029,1214399.714695513,1035180.2142892485,220,도봉차량사업소,7,2713,0.1298701298701298,0.0480016670571135,0.6811878481908147
7호선,마들,노원구,180549.6672551029,1214399.714695513,1035180.2142892485,221,도봉차량사업소,7,2714,0.1904761904761905,0.1103791131204384,0.6811878481908147
7호선,중계,노원구,180549.6672551029,1214399.714695513,1035180.2142892485,223,도봉차량사업소,7,2716,0.29004329004329,0.0402669362260053,0.6811878481908147
7호선,하계,노원구,180549.6672551029,1214399.714695513,1035180.2142892485,224,도봉차량사업소,7,2717,0.3333333333333333,0.0505268444084341,0.6811878481908147
7호선,공릉,노원구,180549.6672551029,1214399.714695513,1035180.2142892485,225,도봉차량사업소,7,2718,0.3896103896103896,0.0269485995037657,0.6811878481908147
4호선,창동,도봉구,62091.22239424261,460047.7931876857,328320.9148855344,99,창동차량사업소,4,412,0.113564668769716,0.0119722657610025,0.893402361869237
4호선,쌍문,도봉구,62091.22239424261,460047.7931876857,328320.9148855344,100,창동차량사업소,4,413,0.1545741324921135,0.0026144839824027,0.893402361869237
7호선,도봉산,도봉구,62091.22239424261,460047.7931876857,328320.9148855344,219,도봉차량사업소,7,2712,0.0606060606060606,0.0152727282140356,0.893402361869237
4호선,수유,강북구,54674.113120907394,431696.6915465156,308087.6700647202,101,창동차량사업소,4,414,0.2018927444794952,0.0153141457820737,
4호선,미아,강북구,54674.113120907394,431696.6915465156,308087.6700647202,102,창동차량사업소,4,415,0.2460567823343848,0.0170951012077104,
4호선,미아사거리 ,강북구,54674.113120907394,431696.6915465156,308087.6700647202,103,창동차량사업소,4,416,0.2933753943217665,,
4호선,길음,성북구,155043.05122610676,1125354.789563891,959276.4211940448,104,창동차량사업소,4,417,0.334384858044164,0.0155367652102782,0.6474721246372384
4호선,성신여대입구,성북구,155043.05122610676,1125354.789563891,959276.4211940448,105,창동차량사업소,4,418,0.3785488958990536,0.0176749471602432,0.6474721246372384
4호선,한성대입구,성북구,155043.05122610676,1125354.789563891,959276.4211940448,106,창동차량사업소,4,419,0.4100946372239747,,0.6474721246372384
6호선,보문,성북구,155043.05122610676,1125354.789563891,959276.4211940448,207,신내차량사업소,6,2639,0.7417582417582418,0.014120802102977,0.6474721246372384
6호선,안암,성북구,155043.05122610676,1125354.789563891,959276.4211940448,208,신내차량사업소,6,2640,0.7664835164835164,0.0244868428035034,0.6474721246372384
6호선,고려대,성북구,155043.05122610676,1125354.789563891,959276.4211940448,209,신내차량사업소,6,2641,0.7884615384615384,0.0256788921835989,0.6474721246372384
6호선,월곡,성북구,155043.05122610676,1125354.789563891,959276.4211940448,210,신내차량사업소,6,2642,0.826923076923077,0.0256051171405311,0.6474721246372384
6호선,상월곡,성북구,155043.05122610676,1125354.789563891,959276.4211940448,211,신내차량사업소,6,2643,0.8489010989010989,0.0172659486758674,0.6474721246372384
6호선,돌곶이,성북구,155043.05122610676,1125354.789563891,959276.4211940448,212,신내차량사업소,6,2644,0.8708791208791209,0.0305195704480474,0.6474721246372384
4호선,숙대입구,용산구,63435.34629890531,465000.5904380449,331855.5626950873,114,창동차량사업소,4,427,0.6529968454258674,0.0044653315541036,0.5956364104089458
4호선,삼각지,용산구,63435.34629890531,465000.5904380449,331855.5626950873,115,창동차량사업소,4,428,0.6908517350157728,,0.5956364104089458
4호선,삼각지,용산구,63435.34629890531,465000.5904380449,331855.5626950873,197,신내차량사업소,6,2629,0.5109890109890111,0.0486656424447237,0.5956364104089458
6호선,삼각지,용산구,63435.34629890531,465000.5904380449,331855.5626950873,115,창동차량사업소,4,428,0.6908517350157728,,0.5956364104089458
6호선,삼각지,용산구,63435.34629890531,465000.5904380449,331855.5626950873,197,신내차량사업소,6,2629,0.5109890109890111,0.0486656424447237,0.5956364104089458
4호선,신용산,용산구,63435.34629890531,465000.5904380449,331855.5626950873,116,창동차량사업소,4,429,0.7129337539432177,0.0253048397722551,0.5956364104089458
4호선,이촌,용산구,63435.34629890531,465000.5904380449,331855.5626950873,117,창동차량사업소,4,430,0.753943217665615,0.0053454548749124,0.5956364104089458
6호선,효창공원앞,용산구,63435.34629890531,465000.5904380449,331855.5626950873,196,신내차량사업소,6,2628,0.478021978021978,0.0302865966278333,0.5956364104089458
6호선,녹사평,용산구,63435.34629890531,465000.5904380449,331855.5626950873,198,신내차량사업소,6,2630,0.5412087912087912,0.0051771960047578,0.5956364104089458
6호선,이태원,용산구,63435.34629890531,465000.5904380449,331855.5626950873,199,신내차량사업소,6,2631,0.5631868131868132,0.0100955322092777,0.5956364104089458
6호선,한강진,용산구,63435.34629890531,465000.5904380449,331855.5626950873,200,신내차량사업소,6,2632,0.5906593406593407,0.0297688770273576,0.5956364104089458
5호선,방화,강서구,340591.55565833626,2763113.671302327,2182367.6868687286,122,방화차량사업소,5,2511,0.0,0.0116719883927265,0.6317879623451481
5호선,개화산,강서구,340591.55565833626,2763113.671302327,2182367.6868687286,123,방화차량사업소,5,2512,0.0301003344481605,0.0038828970035683,0.6317879623451481
5호선,김포공항,강서구,340591.55565833626,2763113.671302327,2182367.6868687286,124,방화차량사업소,5,2513,0.0702341137123745,0.0739847195059919,0.6317879623451481
5호선,김포공항,강서구,340591.55565833626,2763113.671302327,2182367.6868687286,280,김포차량사업소,9,4102,0.0886699507389162,,
5호선,송정,강서구,340591.55565833626,2763113.671302327,2182367.6868687286,125,방화차량사업소,5,2514,0.1103678929765886,0.027087089496893,0.6317879623451481
5호선,마곡,강서구,340591.55565833626,2763113.671302327,2182367.6868687286,126,방화차량사업소,5,2515,0.1471571906354515,,0.6317879623451481
5호선,발산,강서구,340591.55565833626,2763113.671302327,2182367.6868687286,127,방화차량사업소,5,2516,0.1872909698996655,0.0223085375845015,0.6317879623451481
5호선,우장산,강서구,340591.55565833626,2763113.671302327,2182367.6868687286,128,방화차량사업소,5,2517,0.2240802675585284,0.0202014188105651,0.6317879623451481
5호선,화곡,강서구,340591.55565833626,2763113.671302327,2182367.6868687286,129,방화차량사업소,5,2518,0.2575250836120401,0.0385882304214625,0.6317879623451481
5호선,까치산,강서구,340591.55565833626,2763113.671302327,2182367.6868687286,61,신정차량사업소,2,200,1.0,,
5호선,까치산,강서구,340591.55565833626,2763113.671302327,2182367.6868687286,130,방화차량사업소,5,2519,0.2976588628762542,0.0316973825391299,0.6317879623451481
5호선,천호,강동구,160054.4285139371,1143397.2881911916,974656.231786314,159,고덕차량사업소,5,2548,0.693103448275862,0.244062079757293,0.4074586190541267
5호선,천호,강동구,160054.4285139371,1143397.2881911916,974656.231786314,262,모란차량사업소,8,2812,0.0734463276836158,,0.4074586190541267
8호선,천호,강동구,160054.4285139371,1143397.2881911916,974656.231786314,159,고덕차량사업소,5,2548,0.693103448275862,0.244062079757293,0.4074586190541267
8호선,천호,강동구,160054.4285139371,1143397.2881911916,974656.231786314,262,모란차량사업소,8,2812,0.0734463276836158,,0.4074586190541267
5호선,강동,강동구,160054.4285139371,1143397.2881911916,974656.231786314,160,고덕차량사업소,5,2549,0.6655172413793103,0.0658254586024936,0.4074586190541267
5호선,길동,강동구,160054.4285139371,1143397.2881911916,974656.231786314,161,고덕차량사업소,5,2550,0.6344827586206897,0.0041184594217848,0.4074586190541267
5호선,굽은다리,강동구,160054.4285139371,1143397.2881911916,974656.231786314,162,고덕차량사업소,5,2551,0.6068965517241378,0.0176490611802194,0.4074586190541267
5호선,명일,강동구,160054.4285139371,1143397.2881911916,974656.231786314,163,고덕차량사업소,5,2552,0.5793103448275863,0.0167081058063547,0.4074586190541267
5호선,고덕,강동구,160054.4285139371,1143397.2881911916,974656.231786314,164,고덕차량사업소,5,2553,0.5379310344827585,0.0134891841903965,0.4074586190541267
5호선,상일동,강동구,160054.4285139371,1143397.2881911916,974656.231786314,165,고덕차량사업소,5,2554,0.5000000000000001,0.0087015721849967,0.4074586190541267
5호선,둔촌동,강동구,160054.4285139371,1143397.2881911916,974656.231786314,171,고덕차량사업소,5,2555,0.1999999999999999,0.0196616961270691,0.4074586190541267
5호선,강일,강동구,160054.4285139371,1143397.2881911916,974656.231786314,166,고덕차량사업소,5,2562,0.4724137931034482,,0.4074586190541267
8호선,암사,강동구,160054.4285139371,1143397.2881911916,974656.231786314,261,모란차량사업소,8,2811,0.0,0.0219215421831459,0.4074586190541267
8호선,강동구청,강동구,160054.4285139371,1143397.2881911916,974656.231786314,263,모란차량사업소,8,2813,0.1242937853107344,0.0195568579079727,0.4074586190541267
9호선,둔촌오륜,강동구,160054.4285139371,1143397.2881911916,974656.231786314,315,김포차량사업소,9,4137,0.958128078817734,,0.4074586190541267
9호선,중앙보훈병원,강동구,160054.4285139371,1143397.2881911916,974656.231786314,316,김포차량사업소,9,4138,1.0,,0.4074586190541267
6호선,봉화산,중랑구,94167.33281200792,566549.6579029949,597017.6140894943,216,신내차량사업소,6,2648,0.9642857142857144,0.0138489993127272,0.585651925751449
6호선,신내,중랑구,94167.33281200792,566549.6579029949,597017.6140894943,217,신내차량사업소,6,2649,1.0,,0.585651925751449
7호선,먹골,중랑구,94167.33281200792,566549.6579029949,597017.6140894943,228,도봉차량사업소,7,2720,0.4632034632034632,0.0377132842966585,0.585651925751449
7호선,중화,중랑구,94167.33281200792,566549.6579029949,597017.6140894943,229,도봉차량사업소,7,2721,0.5021645021645021,0.0745943343355522,0.585651925751449
7호선,상봉,중랑구,94167.33281200792,566549.6579029949,597017.6140894943,230,도봉차량사업소,7,2722,0.5454545454545454,0.0524928845912409,0.585651925751449
7호선,면목,중랑구,94167.33281200792,566549.6579029949,597017.6140894943,231,도봉차량사업소,7,2723,0.5800865800865801,0.0868604059698247,0.585651925751449
7호선,사가정,중랑구,94167.33281200792,566549.6579029949,597017.6140894943,232,도봉차량사업소,7,2724,0.6190476190476191,0.0774340263441618,0.585651925751449
7호선,용마산,중랑구,94167.33281200792,566549.6579029949,597017.6140894943,233,도봉차량사업소,7,2725,0.6536796536796536,0.0432037006597042,0.585651925751449
