차량기지명,IC명,거리(km)
고덕차량사업소,덕평IC,39.59217689319549
도봉차량사업소,설악IC,39.60706711199552
고덕차량사업소,매송IC,39.71819749797708
천왕차량사업소,발안IC,39.78597097658479
고덕차량사업소,부평IC,39.84313155924278
창동차량사업소,서안산IC,39.89482477820056
고덕차량사업소,서안산IC,40.04633672217742
창동차량사업소,서안산IC,40.124283789769166
창동차량사업소,마성IC,40.14537690324715
창동차량사업소,마성IC,40.15711415866278
수서차량사업소,설악IC,40.167468512673906
고덕차량사업소,서안산IC,40.33069219450137
신내차량사업소,가좌IC,40.42011871786523
신정차량사업소,북오산IC,40.46561358342603
신내차량사업소,용인IC,40.50740020171623
도봉차량사업소,양평IC,40.62602903863024
수서차량사업소,향남IC,40.678949929996705
도봉차량사업소,가좌IC,40.694451914911106
천왕차량사업소,용인IC,40.75320485961911
군자차량사업소,신둔(이천) 하이패스IC,40.804702326226945
창동차량사업소,도화IC,40.834676227559505
군자차량사업소,양지IC,41.00519042313466
군자차량사업소,설악IC,41.01292587369254
신내차량사업소,매송IC,41.17232965024675
군자차량사업소,북오산IC,41.25053422773525
창동차량사업소,수원신갈IC,41.250855756810374
지축차량사업소,매송IC,41.447436726244376
천왕차량사업소,향남IC,41.46351021479711
