호선,역명,IC명,거리(km)
8호선,천호,대왕판교IC,14.546958542064111
2호선,강남,상일IC,14.547195756842587
3호선,안국,구리IC,14.549940321038493
2호선,을지로4가,퇴계원IC,14.550162799139628
5호선,을지로4가,퇴계원IC,14.551737848337325
6호선,약수,퇴계원IC,14.556364029879566
9호선,노들,평촌IC,14.55790956771724
7호선,논현,상일IC,14.560525019089198
8호선,문정,덕소삼패IC,14.561522509655186
5호선,청구,선동IC,14.5628848828231
6호선,청구,선동IC,14.564349549137912
4호선,당고개,덕소삼패IC,14.565812980646802
4호선,성신여대입구,양재IC,14.569077308448357
9호선,당산,송내IC,14.570657034940833
9호선,구반포,성남IC,14.572444411262351
5호선,답십리,덕소삼패IC,14.574299890827989
6호선,신당,상일IC,14.576182912286683
3호선,독립문,자유로IC,14.579134017617756
5호선,행당,미사IC,14.580497644131935
2호선,역삼,평촌IC,14.58318788977186
9호선,당산,광명역IC,14.583433747093236
7호선,반포,평촌IC,14.583821169426862
5호선,하남시청,성남IC,14.585305955765197
9호선,신논현,평촌IC,14.58698819734228
9호선,신논현,토평IC,14.589436087660493
2호선,영등포구청,양재IC,14.590260212675059
9호선,선유도,장수IC,14.593104400909157
2호선,합정,시흥IC,14.5936580105114
3호선,대청,구리IC,14.595925009657623
9호선,선정릉,금천IC,14.596249950125017
3호선,양재,상일IC,14.597420543028196
4호선,동대문역사문화공원,송파IC,14.599099812612533
9호선,신논현,상일IC,14.601270772979845
3호선,동대입구,퇴계원IC,14.601515945636352
3호선,학여울,구리IC,14.604221675899518
1호선,종로3가,토평IC,14.605071634873706
3호선,신사,상일IC,14.605697548990955
3호선,학여울,구리IC,14.605716048256205
3호선,대청,구리IC,14.60777068989234
2호선,신대방,송내IC,14.611388769901597
3호선,을지로3가,토평IC,14.613940286458147
6호선,응암,부천IC,14.616714427682178
6호선,광흥창,김포IC,14.617783471461765
3호선,수서,구리IC,14.622067682595048
5호선,천호,대왕판교IC,14.623514272278475
1호선,동묘앞,상일IC,14.624111671153306
6호선,한강진,토평IC,14.624595247466099
1호선,신설동,송파IC,14.627197916948477
6호선,새절,금천IC,14.6286696126987
5호선,방이,퇴계원IC,14.629869139491744
3호선,홍제,김포IC,14.629928451189755
3호선,금호,선동IC,14.631367851058226
5호선,영등포구청,양재IC,14.63399579959408
5호선,여의도,목감IC,14.635666120178211
3호선,금호,퇴계원IC,14.635951258309051
9호선,동작,산본IC,14.6360238769933
9호선,여의도,목감IC,14.637075212975606
2호선,당산,양재IC,14.637499559795597
4호선,이촌,송파IC,14.637795809768267
1호선,종각,금천IC,14.638519347289598
6호선,대흥,자유로IC,14.639571558662013
2호선,까치산,서인천IC,14.639688056784513
5호선,까치산,서인천IC,14.639688056784513
4호선,충무로,남양주IC,14.641271746067785
3호선,충무로,남양주IC,14.641271746067785
2호선,신촌,일산IC,14.643515730021393
5호선,영등포시장,장수IC,14.645372143824286
7호선,반포,판교IC,14.64674396476088
9호선,당산,양재IC,14.647506612199933
2호선,영등포구청,일산IC,14.654730705377453
2호선,서울대입구,대왕판교IC,14.654776906186829
5호선,강일,화도IC,14.654827130121054
1호선,종로3가,남양주IC,14.655792740083232
7호선,천왕,산본IC,14.65581804948713
1호선,동대문,선동IC,14.656208774177259
9호선,신논현,토평IC,14.65665472862254
6호선,상월곡,덕소삼패IC,14.656983003161681
3호선,수서,구리IC,14.658025873100915
8호선,복정,남양주IC,14.658640790738632
2호선,낙성대,송파IC,14.659797452747073
2호선,신대방,중동IC,14.660514907252532
1호선,종로5가,강일IC,14.660601748500643
5호선,청구,상일IC,14.661450747294525
6호선,청구,상일IC,14.66252859313963
1호선,동묘앞,상일IC,14.66588385752528
3호선,종로3가,토평IC,14.668189044198337
7호선,광명사거리,안산IC,14.670853276289144
6호선,동묘앞,송파IC,14.67145134900881
7호선,학동,선동IC,14.67282522985475
6호선,동묘앞,상일IC,14.672972823094595
2호선,강남,상일IC,14.673807911120525
7호선,논현,상일IC,14.674093166389078
9호선,고속터미널,판교IC,14.6746799178585
5호선,신길,중동IC,14.676898010174083
6호선,대흥,부천IC,14.677936736993223
6호선,증산,계양IC,14.679594609101441
6호선,보문,상일IC,14.681658659018971
7호선,강남구청,금천IC,14.683281841569686
3호선,옥수,선동IC,14.686503081392024
2호선,을지로3가,토평IC,14.68767579455403
7호선,논현,강일IC,14.688600276407142
3호선,고속터미널,판교IC,14.688987843428224
9호선,구반포,산본IC,14.690350784562034
2호선,낙성대,시흥IC,14.690372906304633
7호선,중계,상일IC,14.693441002386718
5호선,방화,금천IC,14.693938829977789
1호선,종로3가,토평IC,14.695933782927481
7호선,내방,목감IC,14.696103008518055
9호선,구반포,서하남IC,14.696170352470496
8호선,남한산성입구,토평IC,14.696767471905865
2호선,건대입구,대왕판교IC,14.698195446041087
4호선,혜화,강일IC,14.700307430836205
8호선,복정,남양주IC,14.700637310986322
3호선,종로3가,남양주IC,14.70121101925605
4호선,미아사거리,미사IC,14.702658075925106
3호선,을지로3가,토평IC,14.70412018847316
3호선,금호,금천IC,14.704743505954298
1호선,동묘앞,송파IC,14.70582270048281
2호선,동대문역사문화공원,송파IC,14.70650551399272
6호선,보문,상일IC,14.707838952127455
8호선,남한산성입구,토평IC,14.709084632996593
2호선,선릉,금천IC,14.709220981211953
6호선,동묘앞,상일IC,14.716110881178194
7호선,광명사거리,안산IC,14.716752712494884
5호선,동대문역사문화공원,송파IC,14.718110378307573
1호선,종로5가,서하남IC,14.71860700591383
5호선,청구,상일IC,14.719624566449458
5호선,둔촌동,별내IC,14.720013624579023
6호선,청구,상일IC,14.720722963607983
4호선,동작,산본IC,14.721811914200002
5호선,영등포구청,일산IC,14.72426476055169
8호선,남한산성입구,미사IC,14.724440482036696
3호선,을지로3가,남양주IC,14.725419483763682
3호선,충무로,남양주IC,14.7269634369591
4호선,충무로,남양주IC,14.7269634369591
2호선,신촌,김포IC,14.726974667193977
5호선,종로3가,토평IC,14.727424686392988
3호선,경복궁,금천IC,14.728261713258547
2호선,을지로3가,금천IC,14.728649816755865
7호선,건대입구,대왕판교IC,14.728843297259314
2호선,신설동,미사IC,14.72908798784088
7호선,광명사거리,김포IC,14.732761978728236
2호선,홍대입구,양재IC,14.735983268423869
3호선,양재,상일IC,14.736049457378893
5호선,을지로4가,강일IC,14.738747121038843
2호선,을지로4가,강일IC,14.739008766828325
1호선,종로3가,남양주IC,14.741021344806942
5호선,종로3가,남양주IC,14.744425922734433
2호선,강남,강일IC,14.746798695687364
2호선,양천구청,일산IC,14.747884440105533
5호선,송정,가좌IC,14.74979607221805
6호선,녹사평,서하남IC,14.754874205030127
7호선,중계,상일IC,14.756726245343065
9호선,노들,목감IC,14.758053696420285
3호선,종로3가,토평IC,14.75922684359554
2호선,을지로4가,별내IC,14.759373440994883
1호선,신설동,미사IC,14.760877135754424
4호선,동대문역사문화공원,송파IC,14.761460224796195
5호선,을지로4가,별내IC,14.761469308711877
1호선,종로3가,퇴계원IC,14.764809708252638
3호선,종로3가,퇴계원IC,14.765082349700341
9호선,신논현,강일IC,14.766712070565756
5호선,종로3가,퇴계원IC,14.767216687882964
5호선,상일동,성남IC,14.773513396159833
3호선,을지로3가,금천IC,14.774387532487241
2호선,을지로3가,토평IC,14.77787001362544
7호선,뚝섬유원지,덕소삼패IC,14.783346525771687
3호선,종로3가,남양주IC,14.78634728163118
6호선,약수,금천IC,14.78703206524495
5호선,둔촌동,판교IC,14.795279773607005
2호선,을지로3가,남양주IC,14.79731226691488
3호선,충무로,서하남IC,14.801193623032804
4호선,충무로,서하남IC,14.801193623032804
9호선,공항시장,가좌IC,14.801716912139616
8호선,신흥,강일IC,14.802067935362443
9호선,노량진,평촌IC,14.804610512430884
4호선,명동,구리IC,14.80526818379234
3호선,동대입구,금천IC,14.80556987848967
4호선,이촌,송파IC,14.809497618984926
2호선,서초,광명역IC,14.810453762571605
3호선,을지로3가,남양주IC,14.81090157729603
5호선,종로3가,별내IC,14.811497799455628
5호선,을지로4가,서하남IC,14.812505711114678
6호선,합정,양재IC,14.813757851725446
2호선,을지로4가,서하남IC,14.814309628619771
2호선,합정,양재IC,14.817203138864688
5호선,종로3가,토평IC,14.81861507257464
6호선,망원,시흥IC,14.820292341739139
5호선,신길,계양IC,14.821429900481817
7호선,중화,송파IC,14.825560622596203
3호선,교대,산본IC,14.82907444133213
6호선,동묘앞,송파IC,14.829299360216039
5호선,종로3가,남양주IC,14.829472087369016
7호선,광명사거리,서안산IC,14.831613816005696
3호선,종로3가,별내IC,14.832496007766121
4호선,성신여대입구,서하남IC,14.833446639484578
9호선,흑석(중앙대입구),목감IC,14.835678206464088
4호선,동대문,선동IC,14.835856916098209
4호선,쌍문,선동IC,14.835861704617171
7호선,학동,구리IC,14.843646453318417
1호선,종각,구리IC,14.845885369111635
8호선,신흥,강일IC,14.852674490538746
2호선,선릉,구리IC,14.853475468181141
9호선,언주,남양주IC,14.854458291445031
8호선,강동구청,판교IC,14.85654958023508
3호선,약수,금천IC,14.857374854767215
1호선,종로3가,별내IC,14.857495452497577
6호선,광흥창,일산IC,14.858541602384909
1호선,동묘앞,송파IC,14.863084558970295
3호선,안국,별내IC,14.865714323875315
2호선,뚝섬,성남IC,14.873335735882076
5호선,군자,성남IC,14.873725665593286
2호선,선릉,구리IC,14.877119680797827
6호선,창신,상일IC,14.878831009938787
2호선,강남,토평IC,14.878933918314795
7호선,군자,성남IC,14.880733977098595
5호선,동대문역사문화공원,송파IC,14.88111690681603
2호선,을지로3가,남양주IC,14.882785577487974
9호선,국회의사당,계양IC,14.883145713812718
6호선,한강진,강일IC,14.886394186027497
5호선,마포,부천IC,14.886633517722194
7호선,학동,구리IC,14.888332410446647
8호선,단대오거리,선동IC,14.888982643557261
1호선,종로5가,서하남IC,14.889850110321861
1호선,동대문,송파IC,14.890320262482815
3호선,남부터미널,광명역IC,14.893833508390077
3호선,대치,미사IC,14.899099443229785
3호선,약수,상일IC,14.900143780463608
7호선,철산,서안산IC,14.901785309429059
4호선,길음,미사IC,14.902547362070754
9호선,언주,선동IC,14.903025101635537
2호선,동대문역사문화공원,선동IC,14.904237632426716
4호선,길음,상일IC,14.906742245364969
7호선,천왕,도화IC,14.908135777126109
4호선,길음,상일IC,14.908159006505812
7호선,남성,성남IC,14.90945942478694
9호선,선유도,광명역IC,14.910822696775368
5호선,길동,대왕판교IC,14.912455035880877
7호선,뚝섬유원지,별내IC,14.912799981798875
6호선,창신,상일IC,14.912824534674742
4호선,명동,구리IC,14.917341034372686
7호선,가산디지털단지,부평IC,14.919389467469317
6호선,녹사평,서하남IC,14.92503108971734
6호선,월드컵경기장,중동IC,14.925191093105633
7호선,신풍,계양IC,14.92573638460015
9호선,흑석(중앙대입구),산본IC,14.926387996799484
5호선,신길,김포IC,14.927814556807213
3호선,안국,퇴계원IC,14.929371146664806
6호선,약수,상일IC,14.931960903066832
9호선,언주,남양주IC,14.93236400165614
3호선,약수,선동IC,14.934244280404695
4호선,동대문,송파IC,14.936041830919546
6호선,상수,시흥IC,14.938333263280331
7호선,중화,송파IC,14.93872648607839
6호선,한강진,구리IC,14.93934975331584
2호선,신도림,부평IC,14.940520573739052
2호선,강남,토평IC,14.942960089859678
3호선,도곡,금천IC,14.94381924154243
9호선,신반포,광명역IC,14.945514821669358
2호선,교대,산본IC,14.952198171069433
4호선,노원,덕소삼패IC,14.955968078751445
3호선,약수,상일IC,14.965164879630503
1호선,종각,구리IC,14.967646742241703
7호선,광명사거리,서안산IC,14.970912891692908
3호선,을지로3가,퇴계원IC,14.972891129736244
6호선,마포구청,중동IC,14.973338079856005
4호선,충무로,서하남IC,14.9735788323402
3호선,충무로,서하남IC,14.9735788323402
5호선,신길,자유로IC,14.974213344399168
7호선,천왕,자유로IC,14.975267756841037
4호선,미아사거리,상일IC,14.976455508388991
3호선,도곡,남양주IC,14.979116476709144
6호선,약수,선동IC,14.979662667651809
9호선,노들,시흥IC,14.979823798428995
4호선,수유,선동IC,14.981083027148678
9호선,흑석(중앙대입구),송파IC,14.981112497763352
2호선,강남,강일IC,14.982030690734005
2호선,당산,장수IC,14.983993500317538
5호선,을지로4가,서하남IC,14.984441059600375
2호선,을지로4가,서하남IC,14.986242130950904
4호선,미아사거리,상일IC,14.987664778502674
3호선,홍제,금천IC,14.9915762684284
1호선,청량리,덕소삼패IC,14.995420118027537
6호선,약수,상일IC,14.997686450088775
4호선,성신여대입구,서하남IC,14.997787548085812
3호선,약수,별내IC,14.998457064529157
2호선,구로디지털단지,계양IC,15.005615231563661
3호선,동대입구,별내IC,15.007240123376526
7호선,보라매,장수IC,15.007814539616302
5호선,을지로4가,강일IC,15.010669592911912
2호선,을지로4가,강일IC,15.0109297793483
4호선,충무로,강일IC,15.013794292210731
3호선,충무로,강일IC,15.013794292210731
9호선,개화,가좌IC,15.022308416727974
2호선,성수,덕소삼패IC,15.022459395975465
6호선,한강진,구리IC,15.025822304811523
9호선,신반포,판교IC,15.030672933913788
9호선,당산,장수IC,15.032905402740663
2호선,을지로3가,퇴계원IC,15.035473463752052
1호선,동대문,상일IC,15.035474757646725
4호선,동대문역사문화공원,선동IC,15.038447367293054
7호선,마들,미사IC,15.0411171845381
3호선,잠원,토평IC,15.041346407996478
3호선,독립문,일산IC,15.044247496675336
2호선,낙성대,판교IC,15.047114302539152
3호선,도곡,남양주IC,15.049534649952609
1호선,동대문,송파IC,15.049562140066232
6호선,한강진,남양주IC,15.0520885309319
3호선,신사,판교IC,15.052177085681059
2호선,을지로입구,구리IC,15.055816998445147
2호선,신도림,산본IC,15.059394632752639
7호선,철산,서안산IC,15.06447379542741
3호선,옥수,퇴계원IC,15.066746844303314
7호선,남성,판교IC,15.067410462517582
4호선,창동,미사IC,15.068133184435348
9호선,양천향교,서인천IC,15.06864467805881
6호선,약수,별내IC,15.070867981940394
8호선,장지,덕소삼패IC,15.072221031390557
9호선,국회의사당,중동IC,15.072391800959133
7호선,노원,덕소삼패IC,15.073385627938872
3호선,신사,남양주IC,15.07622163442813
4호선,충무로,퇴계원IC,15.079510577448076
3호선,충무로,퇴계원IC,15.079510577448076
1호선,동대문,상일IC,15.079908159406493
4호선,명동,토평IC,15.080936931440874
3호선,안국,남양주IC,15.085541678791985
6호선,마포구청,시흥IC,15.086034570534492
4호선,한성대입구,선동IC,15.091509292374068
3호선,양재,산본IC,15.09396059536418
4호선,길음,서하남IC,15.094977326630124
5호선,강일,성남IC,15.09548401003979
4호선,동대문,송파IC,15.096128221080088
3호선,잠원,평촌IC,15.096145144915232
3호선,대치,구리IC,15.097721385682792
5호선,을지로4가,금천IC,15.099356669996308
7호선,강남구청,미사IC,15.099833397422467
3호선,대치,구리IC,15.10153914244733
2호선,을지로4가,금천IC,15.101762852960567
4호선,성신여대입구,상일IC,15.10211258138169
2호선,도림천,일산IC,15.102298169566922
3호선,잠원,판교IC,15.104119308156351
3호선,잠원,강일IC,15.108053376480948
5호선,신길,송내IC,15.108255486447831
9호선,동작,목감IC,15.110207859440887
5호선,상일동,양재IC,15.112720294878784
9호선,선유도,부평IC,15.113719489834791
7호선,남구로,부평IC,15.11387855544413
1호선,종로3가,금천IC,15.11404798123752
3호선,잠원,토평IC,15.11448273693229
7호선,수락산,강일IC,15.115559928611242
7호선,보라매,중동IC,15.117949120657233
2호선,역삼,선동IC,15.118490757691392
4호선,성신여대입구,상일IC,15.119810431798257
3호선,양재,강일IC,15.121928935508597
3호선,충무로,송파IC,15.12801986405955
4호선,충무로,송파IC,15.12801986405955
2호선,신정네거리,서인천IC,15.132006857927134
2호선,동대문역사문화공원,상일IC,15.133349487681746
3호선,안국,토평IC,15.133660517870778
3호선,을지로3가,별내IC,15.133782120693255
5호선,개화산,가좌IC,15.13497021307985
6호선,한강진,남양주IC,15.137172739559137
5호선,광나루,대왕판교IC,15.13871527198123
6호선,안암,송파IC,15.142922059790207
4호선,동작,서하남IC,15.150041952478409
9호선,흑석(중앙대입구),송파IC,15.150697354713495
6호선,한강진,강일IC,15.154026308804676
7호선,논현,평촌IC,15.154752336137902
3호선,신사,남양주IC,15.157425385152013
9호선,언주,평촌IC,15.159727551297875
6호선,고려대,송파IC,15.165681727770137
2호선,문래,부평IC,15.167349408618644
7호선,상도,부천IC,15.167730249021512
6호선,삼각지,송파IC,15.168941020491932
3호선,종로3가,금천IC,15.169151007768793
2호선,낙성대,성남IC,15.169191913880443
9호선,국회의사당,목감IC,15.169646144830008
3호선,안국,남양주IC,15.170148706608481
4호선,명동,토평IC,15.17025801583729
5호선,영등포구청,부평IC,15.17210672732942
2호선,이대,일산IC,15.173511807852263
2호선,을지로입구,구리IC,15.17401879887592
9호선,신반포,산본IC,15.175655515291053
2호선,아현,자유로IC,15.176035785164691
8호선,석촌,퇴계원IC,15.181251855495
4호선,총신대입구,서하남IC,15.184514153536302
5호선,하남검단산,성남IC,15.184668307346591
2호선,동대문역사문화공원,상일IC,15.185512470678715
2호선,을지로3가,별내IC,15.188573827915228
2호선,도림천,양재IC,15.18858553983344
2호선,봉천,부천IC,15.188688366201175
4호선,동대문,상일IC,15.190249156187795
4호선,삼각지,송파IC,15.194950772135174
5호선,신길,장수IC,15.197817843086952
2호선,이대,부천IC,15.19846871094417
3호선,대치,평촌IC,15.201227689450617
6호선,상수,계양IC,15.202985002482675
6호선,망원,중동IC,15.20464754965841
8호선,장지,구리IC,15.208040345858972
4호선,동작,목감IC,15.209543557016785
6호선,버티고개,상일IC,15.211618341900046
9호선,여의도,자유로IC,15.215132103952467
7호선,뚝섬유원지,판교IC,15.218410194525184
3호선,무악재,김포IC,15.218668157247237
7호선,도봉산,토평IC,15.219206176523684
5호선,종로3가,금천IC,15.219911521349838
7호선,상봉,양재IC,15.22280979717746
6호선,보문,미사IC,15.223628571476517
3호선,안국,토평IC,15.225399281165608
3호선,을지로3가,강일IC,15.22544634656533
5호선,여의도,자유로IC,15.22667575741219
2호선,역삼,남양주IC,15.226815694198562
9호선,노들,산본IC,15.228294252072704
6호선,버티고개,퇴계원IC,15.228370799512756
9호선,동작,서하남IC,15.230633992345219
6호선,합정,중동IC,15.232829517072714
4호선,동작,성남IC,15.234039906455076
4호선,동대문,상일IC,15.236125715773083
7호선,가산디지털단지,안산IC,15.23621237475721
2호선,까치산,목감IC,15.237967483908415
5호선,까치산,목감IC,15.237967483908415
6호선,월곡,덕소삼패IC,15.23945934787236
7호선,가산디지털단지,안산IC,15.242364386884406
3호선,을지로3가,서하남IC,15.245292303423492
5호선,동대문역사문화공원,선동IC,15.245849681975418
8호선,수진,강일IC,15.246629748473332
6호선,새절,계양IC,15.2485541709517
5호선,하남시청,별내IC,15.248896501365971
4호선,길음,서하남IC,15.253642719991602
1호선,종로3가,강일IC,15.254233060161667
4호선,동대문역사문화공원,상일IC,15.254971806020238
4호선,명동,남양주IC,15.255485658326354
9호선,선정릉,미사IC,15.25918818441963
9호선,동작,성남IC,15.26162595197104
7호선,보라매,송내IC,15.268333101406274
8호선,장지,구리IC,15.270173631356885
7호선,수락산,강일IC,15.275312109015008
7호선,총신대입구,서하남IC,15.279439918732477
9호선,노량진,산본IC,15.28224345042651
7호선,천왕,서안산IC,15.282440396157467
6호선,버티고개,상일IC,15.284477496990004
3호선,교대,광명역IC,15.285385601966022
3호선,충무로,강일IC,15.285757672174967
4호선,충무로,강일IC,15.285757672174967
3호선,금호,별내IC,15.286150714756985
7호선,도봉산,토평IC,15.286821951187747
9호선,사평,강일IC,15.28844156041099
6호선,안암,송파IC,15.290915636889348
4호선,충무로,송파IC,15.29386533617825
3호선,충무로,송파IC,15.29386533617825
4호선,남태령,서하남IC,15.297779970375654
6호선,디지털미디어시티,중동IC,15.29879843007916
2호선,을지로3가,강일IC,15.299686394347484
2호선,문래,일산IC,15.30199652738205
2호선,역삼,남양주IC,15.303037504258077
4호선,신용산,송파IC,15.30659730042818
8호선,수진,강일IC,15.30667029847121
4호선,동대문역사문화공원,상일IC,15.307902259669289
6호선,고려대,송파IC,15.308990848775508
4호선,동작,서하남IC,15.309063003181983
9호선,사평,상일IC,15.310685926310565
2호선,신당,미사IC,15.311332935353505
9호선,사평,토평IC,15.31229045066914
4호선,한성대입구,서하남IC,15.312818129148438
2호선,강변,판교IC,15.313281153064626
2호선,을지로3가,서하남IC,15.313345204622854
7호선,청담,퇴계원IC,15.313968187484013
2호선,영등포구청,부평IC,15.314112807292965
2호선,홍대입구,계양IC,15.315498940627142
3호선,매봉,선동IC,15.317199510242613
4호선,혜화,서하남IC,15.317771082438771
6호선,창신,송파IC,15.319980474456667
2호선,선릉,미사IC,15.320871858912781
7호선,반포,토평IC,15.321390913017373
9호선,언주,구리IC,15.322653729642697
3호선,종로3가,강일IC,15.327612831652601
5호선,을지로4가,송파IC,15.330750961717492
3호선,잠원,상일IC,15.331698529160551
2호선,을지로4가,송파IC,15.333368101973466
4호선,총신대입구,서하남IC,15.334573611095148
2호선,종합운동장,퇴계원IC,15.335458101346815
3호선,동대입구,선동IC,15.338599104437279
3호선,오금,퇴계원IC,15.338949619524215
6호선,삼각지,송파IC,15.340710358072302
4호선,명동,남양주IC,15.341135887105864
4호선,충무로,별내IC,15.341291807090366
3호선,충무로,별내IC,15.341291807090366
3호선,양재,강일IC,15.341532264170192
9호선,구반포,판교IC,15.341581112215076
3호선,안국,금천IC,15.342866512468369
7호선,반포,강일IC,15.345825313878356
6호선,이태원,토평IC,15.346337210798191
5호선,동대문역사문화공원,금천IC,15.346587368958785
5호선,오금,퇴계원IC,15.347804264762035
9호선,여의도,김포IC,15.349134057586335
3호선,신사,구리IC,15.349283605980967
5호선,여의나루,자유로IC,15.350473127974082
5호선,영등포시장,일산IC,15.350835698306597
2호선,합정,중동IC,15.351413206401498
9호선,샛강,평촌IC,15.354955940412621
9호선,언주,구리IC,15.360139356387423
3호선,잠원,강일IC,15.360357280979716
5호선,여의도,김포IC,15.361307762138116
2호선,성수,대왕판교IC,15.361657281051155
4호선,삼각지,송파IC,15.366752580411797
7호선,논현,남양주IC,15.377147481097573
5호선,광화문,구리IC,15.377597329394563
9호선,사평,토평IC,15.381515991574961
4호선,명동,서하남IC,15.383801058718538
5호선,공덕,부천IC,15.384305449628258
9호선,동작,서하남IC,15.389385744191573
7호선,천왕,서안산IC,15.390401231444226
3호선,동대입구,상일IC,15.3925770460731
7호선,반포,토평IC,15.39276350753057
3호선,양재,토평IC,15.39485844541989
1호선,종각,토평IC,15.394911447999693
6호선,월드컵경기장,시흥IC,15.395718647932268
5호선,종로3가,강일IC,15.396074189184132
6호선,버티고개,선동IC,15.39930907606955
5호선,양평,양재IC,15.39940743373869
3호선,신사,구리IC,15.404021245894599
7호선,철산,양재IC,15.405314813200304
2호선,교대,광명역IC,15.406058806092513
5호선,상일동,화도IC,15.409648198894002
2호선,선릉,평촌IC,15.409972893043832
5호선,마포,자유로IC,15.41259100255211
1호선,종로5가,송파IC,15.417100177602471
3호선,을지로3가,서하남IC,15.417418917165966
8호선,단대오거리,토평IC,15.420275966699844
5호선,애오개,자유로IC,15.420881614391966
3호선,일원,평촌IC,15.42152385035716
6호선,월곡,양재IC,15.421825563838723
7호선,천왕,안산IC,15.422715861616558
9호선,구반포,목감IC,15.42402952726537
5호선,신금호,미사IC,15.425329002266793
2호선,용답,구리IC,15.426279722154929
8호선,남위례,남양주IC,15.427004959779698
7호선,총신대입구,서하남IC,15.428156534858811
6호선,이태원,토평IC,15.428825156806996
9호선,사평,상일IC,15.428981490513278
2호선,이대,김포IC,15.429807749498337
9호선,개화,금천IC,15.429861808474625
8호선,단대오거리,토평IC,15.430887630113205
4호선,남태령,서하남IC,15.430956858728193
6호선,공덕,부천IC,15.431022062476968
5호선,마장,덕소삼패IC,15.431338332197491
5호선,신정,서인천IC,15.431643878903229
1호선,종각,남양주IC,15.43198314114079
6호선,신내,송파IC,15.43748324100255
3호선,잠원,상일IC,15.441436533357335
4호선,이촌,광명역IC,15.442968408651668
6호선,대흥,김포IC,15.446901563934562
4호선,미아,미사IC,15.447339125021035
4호선,성신여대입구,미사IC,15.44772480159442
3호선,경복궁,구리IC,15.448775230904367
3호선,양재,토평IC,15.45169975337802
5호선,동대문역사문화공원,상일IC,15.452531021961562
3호선,동대입구,상일IC,15.453774770042843
3호선,일원,구리IC,15.455462433673894
1호선,종각,퇴계원IC,15.456243148208666
7호선,논현,남양주IC,15.457363797678898
3호선,신사,선동IC,15.45908762101796
8호선,신흥,선동IC,15.459169051971967
8호선,남위례,남양주IC,15.46295823661948
7호선,수락산,선동IC,15.463153667254673
5호선,여의나루,목감IC,15.464504749965132
9호선,봉은사,퇴계원IC,15.464676738609102
2호선,잠실새내,별내IC,15.467446585194647
5호선,신금호,금천IC,15.470391595599056
7호선,반포,상일IC,15.471446524434038
2호선,잠실나루,별내IC,15.471514829089994
6호선,응암,금천IC,15.472338581049335
1호선,종각,별내IC,15.472753119381107
9호선,삼성중앙,금천IC,15.472862570804221
9호선,신방화,가좌IC,15.473003871362224
1호선,종로3가,서하남IC,15.473183214083091
4호선,상계,상일IC,15.473970968355037
6호선,창신,송파IC,15.475352811023537
3호선,일원,구리IC,15.476177464960717
7호선,어린이대공원,대왕판교IC,15.476187354019217
4호선,신용산,송파IC,15.478491314812073
4호선,한성대입구,서하남IC,15.480090841938067
5호선,하남풍산,성남IC,15.482892641009645
7호선,남성,시흥IC,15.484209254572304
2호선,을지로3가,서하남IC,15.485494235180632
1호선,종각,토평IC,15.485846307024831
4호선,혜화,서하남IC,15.48706364262275
8호선,단대오거리,미사IC,15.488332310619233
2호선,신림,장수IC,15.488535682069568
9호선,노들,부천IC,15.48883948415142
2호선,서울대입구,송파IC,15.489036118977518
6호선,청구,금천IC,15.48983200740999
5호선,청구,금천IC,15.491965729740977
7호선,천왕,안산IC,15.49212535381907
4호선,혜화,선동IC,15.494288367485131
5호선,을지로4가,송파IC,15.494700037984346
1호선,종로5가,선동IC,15.495441444653787
7호선,고속터미널,산본IC,15.495898244979548
2호선,을지로입구,토평IC,15.496179808665245
2호선,을지로4가,송파IC,15.497309491251652
3호선,을지로3가,강일IC,15.497371185834957
7호선,고속터미널,광명역IC,15.498773101645984
2호선,당산,목감IC,15.499402393797283
5호선,광화문,구리IC,15.501203268452787
4호선,사당,서하남IC,15.501552089599226
1호선,동묘앞,미사IC,15.503201550434838
5호선,동대문역사문화공원,상일IC,15.506168497012032
2호선,종합운동장,덕소삼패IC,15.506425689069314
2호선,신도림,평촌IC,15.510134817507021
2호선,사당,서하남IC,15.512131104306283
4호선,미아사거리,서하남IC,15.512329718189429
6호선,광흥창,시흥IC,15.512377334512346
4호선,동대문역사문화공원,금천IC,15.515129115380129
9호선,선유도,양재IC,15.516114302510765
1호선,종각,남양주IC,15.517108530981721
5호선,공덕,자유로IC,15.520121466874762
6호선,대흥,일산IC,15.525819993396306
1호선,종로3가,강일IC,15.525852280668794
6호선,신내,송파IC,15.528868253413185
9호선,사평,강일IC,15.533480855044246
9호선,여의도,중동IC,15.533872506698586
2호선,봉천,대왕판교IC,15.535058314578844
3호선,수서,덕소삼패IC,15.53942880496062
9호선,여의도,계양IC,15.542669480826886
5호선,여의도,중동IC,15.54449947097932
2호선,대림,김포IC,15.545307428700767
2호선,용답,구리IC,15.546072519502873
6호선,망원,양재IC,15.55026912409468
9호선,국회의사당,일산IC,15.55241286133686
5호선,여의도,계양IC,15.5545804847561
4호선,상계,상일IC,15.555073343186598
4호선,명동,서하남IC,15.556278332510216
3호선,무악재,양재IC,15.55690121086616
9호선,당산,목감IC,15.558496322995609
2호선,구의,판교IC,15.559672777430496
6호선,구산,부천IC,15.562283077970593
7호선,숭실대입구,대왕판교IC,15.56389176648919
6호선,보문,송파IC,15.564537520978622
4호선,회현,구리IC,15.568278360379002
9호선,신목동,광명역IC,15.570065301395681
