차량기지,구분,호선,전철역코드,역명,수송비용,유휴공간,교통량
고덕차량사업소,강동구,5,2551,굽은다리,0.6068965517,0.01764906118,0.4074586191
고덕차량사업소,강동구,5,2552,명일,0.5793103448,0.01670810581,0.4074586191
고덕차량사업소,강동구,5,2553,고덕,0.5379310345,0.01348918419,0.4074586191
고덕차량사업소,강동구,5,2554,상일동,0.5,0.008701572185,0.4074586191
고덕차량사업소,강동구,5,2555,둔촌동,0.2,0.01966169613,0.4074586191
고덕차량사업소,강동구,5,2562,강일,0.4724137931,,0.4074586191
모란차량사업소,강동구,8,2811,암사,0,0.02192154218,0.4074586191
모란차량사업소,강동구,8,2813,강동구청,0.1242937853,0.01955685791,0.4074586191
김포차량사업소,강동구,9,4137,둔촌오륜,0.9581280788,,0.4074586191
김포차량사업소,강동구,9,4138,중앙보훈병원,1,,0.4074586191
신내차량사업소,중랑구,6,2648,봉화산,0.9642857143,0.01384899931,0.5856519258
신내차량사업소,중랑구,6,2649,신내,1,,0.5856519258
도봉차량사업소,중랑구,7,2720,먹골,0.4632034632,0.0377132843,0.5856519258
도봉차량사업소,중랑구,7,2721,중화,0.5021645022,0.07459433434,0.5856519258
도봉차량사업소,중랑구,7,2722,상봉,0.5454545455,0.05249288459,0.5856519258
도봉차량사업소,중랑구,7,2723,면목,0.5800865801,0.08686040597,0.5856519258
도봉차량사업소,중랑구,7,2724,사가정,0.619047619,0.07743402634,0.5856519258
도봉차량사업소,중랑구,7,2725,용마산,0.6536796537,0.04320370066,0.5856519258
천왕차량사업소,금천구,7,2748,가산디지털단지,0.2576419214,0.02339704304,0.7855104387
김포차량사업소,강서구,9,4101,개화,0,,
김포차량사업소,강서구,9,4103,공항시장,0.1083743842,,
김포차량사업소,강서구,9,4104,신방화,0.1280788177,,
김포차량사업소,강서구,9,4105,마곡나루,0.1502463054,,
김포차량사업소,강서구,9,4106,양천향교,0.184729064,,
김포차량사업소,강서구,9,4107,가양,0.2167487685,,
김포차량사업소,강서구,9,4108,증미,0.2339901478,,
김포차량사업소,강서구,9,4109,등촌,0.2586206897,,
김포차량사업소,강서구,9,4110,염창,0.2807881773,,
김포차량사업소,양천구,9,4111,신목동,0.302955665,,
김포차량사업소,영등포구,9,4112,선유도,0.3325123153,,
김포차량사업소,영등포구,9,4114,국회의사당,0.39408867,,
김포차량사업소,영등포구,9,4116,샛강,0.4359605911,,
김포차량사업소,동작구,9,4117,노량진,0.4655172414,,
김포차량사업소,동작구,9,4118,노들,0.4926108374,,
김포차량사업소,동작구,9,4119,흑석,0.5197044335,,
김포차량사업소,서초구,9,4121,구반포,0.578817734,,
김포차량사업소,서초구,9,4122,신반포,0.5960591133,,
김포차량사업소,서초구,9,4124,사평,0.6428571429,,
김포차량사업소,서초구,9,4125,신논현,0.6650246305,,
