,차량기지,호선,역명,전철역코드,수송비용,유휴공간,교통량
172,고덕차량사업소,5,올림픽공원,2556,0.15172413793103445,0.004814792284424795,0.6796041577902294
173,고덕차량사업소,5,방이,2557,0.12413793103448259,0.007219599828634813,0.6796041577902294
174,고덕차량사업소,5,오금,2558,0.09310344827586194,0.003543790665256744,0.6796041577902294
175,고덕차량사업소,5,개롱,2559,0.062068965517241295,0.005177196004757844,0.6796041577902294
176,고덕차량사업소,5,거여,2560,0.031034482758620648,0.003750878505447058,0.6796041577902294
177,고덕차량사업소,5,마천,2561,0.0,0.0038828970035683827,0.6796041577902294
178,신내차량사업소,6,응암,2611,0.0,0.02581349927972261,0.8373622309937054
179,신내차량사업소,6,역촌,2612,0.030219780219780223,0.02297380727111293,0.8373622309937054
180,신내차량사업소,6,불광,2613,0.05219780219780219,0.009448382708683065,0.8373622309937054
181,신내차량사업소,6,독바위,2614,0.07692307692307691,0.01505269738383343,0.8373622309937054
182,신내차량사업소,6,연신내,2615,0.11538461538461539,0.010690909749824947,0.8373622309937054
183,신내차량사업소,6,구산,2616,0.14010989010989008,0.012451156391442614,0.8373622309937054
184,신내차량사업소,6,응암,2611,0.1813186813186813,0.02581349927972261,0.8373622309937054
185,신내차량사업소,6,새절,2617,0.20604395604395603,0.016145085740837336,0.8373622309937054
186,신내차량사업소,6,증산,2618,0.23076923076923078,0.022391372720577674,0.8373622309937054
187,신내차량사업소,6,디지털미디어시티,2619,0.260989010989011,0.09019840309389233,0.8373622309937054
188,신내차량사업소,6,월드컵경기장,2620,0.28296703296703296,0.005565485705114682,0.14617382007026114
189,신내차량사업소,6,마포구청,2621,0.3049450549450549,0.036186011475254944,0.14617382007026114
190,신내차량사업소,6,망원,2622,0.3324175824175824,0.024743114005738927,0.14617382007026114
191,신내차량사업소,6,합정,2623,0.3543956043956044,0.08528524408537716,0.14617382007026114
192,신내차량사업소,6,상수,2624,0.37637362637362637,0.027050849124859732,0.14617382007026114
193,신내차량사업소,6,광흥창,2625,0.40109890109890106,0.045300465041631134,0.14617382007026114
194,신내차량사업소,6,대흥,2626,0.42857142857142855,0.01445343694628271,0.14617382007026114
195,신내차량사업소,6,공덕,2627,0.4532967032967033,0.08671803307969388,0.14617382007026114
196,신내차량사업소,6,효창공원앞,2628,0.478021978021978,0.030286596627833385,0.5956364104089458
197,신내차량사업소,6,삼각지,2629,0.5109890109890111,0.04866564244472373,0.5956364104089458
198,신내차량사업소,6,녹사평,2630,0.5412087912087912,0.005177196004757844,0.5956364104089458
199,신내차량사업소,6,이태원,2631,0.5631868131868132,0.010095532209277796,0.5956364104089458
200,신내차량사업소,6,한강진,2632,0.5906593406593407,0.0297688770273576,0.5956364104089458
201,신내차량사업소,6,버티고개,2633,0.6181318681318682,0.0033651774030925984,0.951468330211507
202,신내차량사업소,6,약수,2634,0.6373626373626373,0.009966102309158849,0.951468330211507
203,신내차량사업소,6,청구,2635,0.6593406593406593,,0.951468330211507
204,신내차량사업소,6,신당,2636,0.6785714285714285,0.04856727572063333,0.951468330211507
205,신내차량사업소,6,동묘앞,2637,0.695054945054945,0.019026195317485076,0.9043274139220052
206,신내차량사업소,6,창신,2638,0.7197802197802198,0.0036240372033304906,0.9043274139220052
