차량기지명,IC명,거리(km)
신내차량사업소,향남IC,54.37153983176981
지축차량사업소,남양평IC,54.55890696791498
방화차량사업소,오산IC,54.79581345129334
천왕차량사업소,송탄IC,54.80974989068212
고덕차량사업소,여주IC,54.8760268485037
수서차량사업소,안성IC,54.93022143773042
천왕차량사업소,남양평IC,54.932673848737565
창동차량사업소,오산IC,54.933052261341295
고덕차량사업소,발안IC,55.076973865433494
수서차량사업소,여주IC,55.184455047270816
군자차량사업소,어연IC,55.44491107409123
도봉차량사업소,양지IC,55.86032934792399
도봉차량사업소,북여주IC,55.90994614046133
신정차량사업소,평택고덕IC,56.02429407223367
신정차량사업소,오성IC,56.15346294578033
신내차량사업소,남사진위IC,56.18011616713257
방화차량사업소,양평IC,56.40977032826069
창동차량사업소,향남IC,56.79765373663197
신정차량사업소,서평택IC,56.87924454936019
창동차량사업소,이천IC,56.94211763550581
천왕차량사업소,서안성IC,57.09939680121484
신정차량사업소,송탄IC,57.29687563336956
방화차량사업소,양지IC,57.36939613814844
군자차량사업소,청북IC,57.56839063820405
신내차량사업소,발안IC,57.59992975693106
도봉차량사업소,북오산IC,57.63011553449349
창동차량사업소,서여주IC,57.74781048537462
도봉차량사업소,정남IC,57.796571759680525
군자차량사업소,남여주IC,57.819744387763286
군자차량사업소,송탄IC,57.87178272206209
수서차량사업소,서평택IC,57.88355360619716
수서차량사업소,남안성IC,58.17954102427124
도봉차량사업소,덕평IC,58.19719722812435
신내차량사업소,남여주IC,58.40890758141772
지축차량사업소,양지IC,58.41649906939213
고덕차량사업소,어연IC,58.492878073880846
신정차량사업소,설악IC,58.52735689869982
군자차량사업소,평택고덕IC,58.620910450589406
군자차량사업소,서안성IC,58.62348982977498
지축차량사업소,발안IC,58.62682401684413
방화차량사업소,남양평IC,58.71996207383082
고덕차량사업소,서안성IC,58.934684428450794
지축차량사업소,향남IC,58.952499533580415
고덕차량사업소,송탄IC,59.007969809071916
지축차량사업소,신둔(이천) 하이패스IC,59.01852391682641
창동차량사업소,남사진위IC,59.03233064939346
지축차량사업소,오산IC,59.29603065378408
신정차량사업소,서안성IC,59.381898117403615
창동차량사업소,발안IC,59.53239763642773
방화차량사업소,신둔(이천) 하이패스IC,59.56393239856181
방화차량사업소,남사진위IC,59.581003642359164
군자차량사업소,오성IC,60.04906347367852
방화차량사업소,청북IC,60.56862380429237
방화차량사업소,어연IC,60.71137364705505
천왕차량사업소,안성IC,60.71839148265009
방화차량사업소,설악IC,60.73588040598605
신정차량사업소,북여주IC,60.75125144877692
고덕차량사업소,평택고덕IC,60.89329136234191
천왕차량사업소,설악IC,61.060766879735965
천왕차량사업소,북여주IC,61.475532870370806
고덕차량사업소,청북IC,61.59899643815178
방화차량사업소,덕평IC,61.817290064645135
창동차량사업소,남여주IC,61.90991574957637
지축차량사업소,덕평IC,62.11580702531625
도봉차량사업소,오산IC,62.17849803381785
신내차량사업소,어연IC,62.42897302135034
군자차량사업소,여주IC,62.70118454833907
신내차량사업소,여주IC,62.85053163730129
군자차량사업소,안성IC,62.86806951897938
고덕차량사업소,오성IC,62.9960535068338
신정차량사업소,안성IC,63.117037127086476
천왕차량사업소,이천IC,63.226026043521685
고덕차량사업소,안성IC,63.31735367555679
신정차량사업소,이천IC,63.34590020816294
도봉차량사업소,향남IC,63.6647661874118
군자차량사업소,서평택IC,63.678909087917724
지축차량사업소,남사진위IC,63.93833722369069
신내차량사업소,송탄IC,64.11245913935765
도봉차량사업소,이천IC,64.26284817907832
신내차량사업소,서안성IC,64.48870304953248
지축차량사업소,북여주IC,64.53219941072578
도봉차량사업소,서여주IC,64.57637160885916
창동차량사업소,어연IC,64.85832973584147
신내차량사업소,청북IC,64.87097868019278
방화차량사업소,오성IC,65.1131872541786
방화차량사업소,평택고덕IC,65.131070179447
방화차량사업소,서평택IC,65.30111171828355
신내차량사업소,평택고덕IC,65.33280663503416
지축차량사업소,강촌IC,65.56300750346534
고덕차량사업소,남안성IC,65.69012913850369
도봉차량사업소,발안IC,65.72561544303193
창동차량사업소,여주IC,66.31417455915803
도봉차량사업소,남사진위IC,66.3767411413022
천왕차량사업소,남안성IC,66.45734518009084
군자차량사업소,남안성IC,66.48470694246303
방화차량사업소,송탄IC,66.53075344035773
지축차량사업소,어연IC,66.68087973872655
창동차량사업소,송탄IC,66.93477109320575
신내차량사업소,오성IC,67.0129875932724
창동차량사업소,청북IC,67.05337760557086
방화차량사업소,북여주IC,67.2604748484833
지축차량사업소,청북IC,67.27438417554531
창동차량사업소,서안성IC,67.45465215389333
신정차량사업소,서여주IC,67.69799522237759
창동차량사업소,평택고덕IC,67.92912313236387
천왕차량사업소,서여주IC,68.08906784495417
고덕차량사업소,서평택IC,68.09229607288026
신정차량사업소,남안성IC,68.57944023889819
방화차량사업소,서안성IC,68.64173519833527
신내차량사업소,안성IC,68.81434977521468
도봉차량사업소,남여주IC,68.94357417197051
창동차량사업소,오성IC,69.45751930175071
지축차량사업소,이천IC,70.26876833465646
신정차량사업소,남여주IC,70.27854026045235
천왕차량사업소,남여주IC,70.38898187888135
지축차량사업소,평택고덕IC,70.72604723348515
신내차량사업소,서평택IC,71.10067213075953
방화차량사업소,이천IC,71.10582311824153
지축차량사업소,오성IC,71.21081543786572
지축차량사업소,송탄IC,71.33781595855149
신정차량사업소,강촌IC,71.5053249742391
도봉차량사업소,어연IC,71.7081442866552
창동차량사업소,안성IC,71.75480860828523
수서차량사업소,음성IC,71.76140184625234
신내차량사업소,남안성IC,71.82140509805153
방화차량사업소,안성IC,72.36796888248986
지축차량사업소,서평택IC,72.48085153952422
지축차량사업소,서여주IC,72.58062939262452
지축차량사업소,서안성IC,72.92386933621607
도봉차량사업소,여주IC,73.15953613536334
방화차량사업소,강촌IC,73.16228879793738
창동차량사업소,서평택IC,73.16575495256889
도봉차량사업소,청북IC,73.57092837653272
천왕차량사업소,강촌IC,74.15346101282783
도봉차량사업소,송탄IC,74.23889751948117
방화차량사업소,서여주IC,74.70655724726112
도봉차량사업소,서안성IC,74.90008417888055
창동차량사업소,남안성IC,74.95513855959538
도봉차량사업소,평택고덕IC,74.97815180628139
고덕차량사업소,음성IC,75.17622268466424
신정차량사업소,여주IC,75.63912554364343
천왕차량사업소,여주IC,75.85166228304833
지축차량사업소,남여주IC,76.16786309649548
도봉차량사업소,오성IC,76.31653549956133
지축차량사업소,안성IC,76.902525048023
방화차량사업소,남여주IC,77.69251045789686
방화차량사업소,남안성IC,77.83089694147587
도봉차량사업소,안성IC,79.17304358328818
도봉차량사업소,서평택IC,79.50118334672221
군자차량사업소,음성IC,80.30858497756456
지축차량사업소,여주IC,81.01261241067401
지축차량사업소,남안성IC,81.62630727159267
도봉차량사업소,남안성IC,82.5366193499303
방화차량사업소,여주IC,82.87960971685008
신내차량사업소,음성IC,82.88887462315992
창동차량사업소,음성IC,86.41632109751636
천왕차량사업소,음성IC,87.7282482279383
신정차량사업소,음성IC,88.71720192970383
도봉차량사업소,음성IC,93.94406364177401
방화차량사업소,음성IC,97.35353578958605
지축차량사업소,음성IC,98.16767068138083
